Mã,Tên,C?p,Ngh? quy?t,Mã TP,T?nh / Thành Ph?
18859,Ph??ng ??ng Thu?n,Ph??ng,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
18871,Ph??ng ??ng S?n,Ph??ng,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
18880,Ph??ng ??ng H?i,Ph??ng,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
18901,Xã Minh Hóa,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
18904,Xã Dân Hóa,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
18919,Xã Tân Thành,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
18922,Xã Kim ?i?n,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
18943,Xã Kim Phú,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
18949,Xã ??ng Lê,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
18952,Xã Tuyên S?n,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
18958,Xã Tuyên Lâm,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
18985,Xã Tuyên Phú,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
18991,Xã Tuyên Bình,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
18997,Xã Tuyên Hóa,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19009,Ph??ng Ba ??n,Ph??ng,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19021,Xã Phú Tr?ch,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19030,Xã Trung Thu?n,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19033,Xã Hòa Tr?ch,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19051,Xã Tân Gianh,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19057,Xã Qu?ng Tr?ch,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19066,Ph??ng B?c Gianh,Ph??ng,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19075,Xã Nam Ba ??n,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19093,Xã Nam Gianh,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19111,Xã Hoàn Lão,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19126,Xã B?c Tr?ch,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19138,Xã Phong Nha,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19141,Xã B? Tr?ch,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19147,Xã Th??ng Tr?ch,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19159,Xã ?ông Tr?ch,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19198,Xã Nam Tr?ch,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19204,Xã Tr??ng S?n,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19207,Xã Qu?ng Ninh,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19225,Xã Ninh Châu,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19237,Xã Tr??ng Ninh,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19246,Xã L? Ninh,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19249,Xã L? Th?y,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19255,Xã Cam H?ng,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19288,Xã Sen Ng?,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19291,Xã Tân M?,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19309,Xã Tr??ng Phú,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19318,Xã Kim Ngân,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19333,Ph??ng ?ông Hà,Ph??ng,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19351,Ph??ng Nam ?ông Hà,Ph??ng,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19360,Ph??ng Qu?ng Tr?,Ph??ng,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19363,Xã V?nh Linh,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19366,Xã B?n Quan,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19372,Xã V?nh Hoàng,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19405,Xã V?nh Th?y,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19414,Xã C?a Tùng,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19429,Xã Khe Sanh,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19432,Xã Lao B?o,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19435,Xã H??ng L?p,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19441,Xã H??ng Phùng,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19462,Xã Tân L?p,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19483,Xã A D?i,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19489,Xã Lìa,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19495,Xã Gio Linh,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19496,Xã C?a Vi?t,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19501,Xã B?n H?i,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19537,Xã C?n Tiên,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19555,Xã H??ng Hi?p,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19564,Xã ?akrông,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19567,Xã Ba Lòng,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19588,Xã Tà R?t,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19594,Xã La Lay,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19597,Xã Cam L?,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19603,Xã Hi?u Giang,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19624,Xã Tri?u Phong,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19639,Xã Nam C?a Vi?t,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19645,Xã Tri?u Bình,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19654,Xã Tri?u C?,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19669,Xã Ái T?,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19681,Xã Diên Sanh,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19699,Xã V?nh ??nh,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19702,Xã H?i L?ng,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19735,Xã Nam H?i L?ng,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19741,Xã M? Th?y,Xã,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19742,??c khu C?n C?,??c khu,S?: 1680/NQ-UBTVQH15; Ngày: 16/06/2025,44,T?nh Qu?ng Tr?
19753,Ph??ng Phú Xuân,Ph??ng,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
19774,Ph??ng Kim Long,Ph??ng,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
19777,Ph??ng V? D?,Ph??ng,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
19789,Ph??ng Thu?n Hóa,Ph??ng,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
19804,Ph??ng H??ng An,Ph??ng,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
19813,Ph??ng Th?y Xuân,Ph??ng,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
19815,Ph??ng An C?u,Ph??ng,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
19819,Ph??ng Phong ?i?n,Ph??ng,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
19828,Ph??ng Phong Phú,Ph??ng,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
19831,Ph??ng Phong Dinh,Ph??ng,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
19858,Ph??ng Phong Thái,Ph??ng,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
19867,Xã Qu?ng ?i?n,Xã,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
19873,Ph??ng Phong Qu?ng,Ph??ng,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
19885,Xã ?an ?i?n,Xã,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
19900,Ph??ng Thu?n An,Ph??ng,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
19909,Ph??ng D??ng N?,Ph??ng,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
19918,Xã Phú H?,Xã,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
19930,Ph??ng M? Th??ng,Ph??ng,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
19942,Xã Phú Vang,Xã,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
19945,Xã Phú Vinh,Xã,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
19960,Ph??ng Phú Bài,Ph??ng,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
19969,Ph??ng Thanh Th?y,Ph??ng,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
19975,Ph??ng H??ng Th?y,Ph??ng,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
19996,Ph??ng H??ng Trà,Ph??ng,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
20014,Ph??ng Hóa Châu,Ph??ng,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
20017,Ph??ng Kim Trà,Ph??ng,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
20035,Xã Bình ?i?n,Xã,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
20044,Xã A L??i 2,Xã,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
20050,Xã A L??i 5,Xã,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
20056,Xã A L??i 1,Xã,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
20071,Xã A L??i 3,Xã,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
20101,Xã A L??i 4,Xã,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
20107,Xã Phú L?c,Xã,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
20122,Xã Vinh L?c,Xã,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
20131,Xã H?ng L?c,Xã,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
20137,Xã Chân Mây - L?ng Cô,Xã,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
20140,Xã L?c An,Xã,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
20161,Xã Khe Tre,Xã,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
20179,Xã Nam ?ông,Xã,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
20182,Xã Long Qu?ng,Xã,S?: 1675/NQ-UBTVQH15; Ngày: 16/06/2025,46,Thành ph? Hu?
20194,Ph??ng H?i Vân,Ph??ng,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20197,Ph??ng Liên Chi?u,Ph??ng,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20200,Ph??ng Hòa Khánh,Ph??ng,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20209,Ph??ng Thanh Khê,Ph??ng,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20242,Ph??ng H?i Châu,Ph??ng,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20257,Ph??ng Hòa C??ng,Ph??ng,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20260,Ph??ng C?m L?,Ph??ng,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20263,Ph??ng S?n Trà,Ph??ng,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20275,Ph??ng An H?i,Ph??ng,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20285,Ph??ng Ng? Hành S?n,Ph??ng,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20305,Ph??ng An Khê,Ph??ng,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20308,Xã Bà Nà,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20314,Ph??ng Hòa Xuân,Ph??ng,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20320,Xã Hòa Vang,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20332,Xã Hòa Ti?n,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20333,???c khu Hoàng Sa,??c khu,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20335,Ph??ng Bàn Th?ch,Ph??ng,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20341,Ph??ng Tam K?,Ph??ng,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20350,Ph??ng H??ng Trà,Ph??ng,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20356,Ph??ng Qu?ng Phú,Ph??ng,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20364,Xã Chiên ?àn,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20380,Xã Tây H?,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20392,Xã Phú Ninh,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20401,Ph??ng H?i An Tây,Ph??ng,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20410,Ph??ng H?i An,Ph??ng,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20413,Ph??ng H?i An ?ông,Ph??ng,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20434,Xã Tân Hi?p,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20443,Xã Hùng S?n,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20455,Xã Tây Giang,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20458,Xã Av??ng,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20467,Xã ?ông Giang,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20476,Xã Sông Kôn,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20485,Xã Sông Vàng,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20494,Xã B?n Hiên,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20500,Xã ??i L?c,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20506,Xã Th??ng ??c,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20515,Xã Hà Nha,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20539,Xã Vu Gia,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20542,Xã Phú Thu?n,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20551,Ph??ng ?i?n Bàn,Ph??ng,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20557,Ph??ng ?i?n Bàn B?c,Ph??ng,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20569,Xã ?i?n Bàn Tây,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20575,Ph??ng An Th?ng,Ph??ng,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20579,Ph??ng ?i?n Bàn ?ông,Ph??ng,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20587,Xã Gò N?i,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20599,Xã Nam Ph??c,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20611,Xã Thu B?n,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20623,Xã Duy Xuyên,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20635,Xã Duy Ngh?a,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20641,Xã Qu? S?n,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20650,Xã Xuân Phú,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20656,Xã Nông S?n,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20662,Xã Qu? S?n Trung,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20669,Xã Qu? Ph??c,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20695,Xã Th?nh M?,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20698,Xã La Êê,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20704,Xã La Dêê,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20707,Xã Nam Giang,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20710,Xã B?n Gi?ng,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20716,Xã ??c Pring,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20722,Xã Khâm ??c,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20728,Xã Ph??c Hi?p,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20734,Xã Ph??c N?ng,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20740,Xã Ph??c Chánh,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20752,Xã Ph??c Thành,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20767,Xã Vi?t An,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20770,Xã Ph??c Trà,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20779,Xã Hi?p ??c,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20791,Xã Th?ng Bình,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20794,Xã Th?ng An,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20818,Xã ??ng D??ng,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20827,Xã Th?ng Phú,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20836,Xã Th?ng Tr??ng,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20848,Xã Th?ng ?i?n,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20854,Xã Tiên Ph??c,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20857,Xã S?n C?m Hà,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20875,Xã Lãnh Ng?c,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20878,Xã Th?nh Bình,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20900,Xã Trà My,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20908,Xã Trà Liên,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20920,Xã Trà ??c,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20923,Xã Trà Tân,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20929,Xã Trà Giáp,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20938,Xã Trà Leng,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20941,Xã Trà T?p,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20944,Xã Nam Trà My,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20950,Xã Trà Linh,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
20959,Xã Trà Vân,Xã,S?: 1659/NQ-UBTVQH15; Ngày: 16/06/2025,48,Thành ph? ?à N?ng
